DAY: 0, CUR_POPL: 318, TOTAL_CVD_INF: 17, TOTAL_CVD_ACTIVE: 17, TOTAL_CVD_RECVRD: 0, TOTAL_CVD_DCSD: 0, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 117, CUR_POPL: 282, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 11, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 36, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 118, CUR_POPL: 282, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 11, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 36, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 119, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 10, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 120, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 10, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 121, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 10, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 122, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 10, TOTAL_CVD_RECVRD: 112, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 123, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 124, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 125, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 126, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 127, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 128, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 129, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 9, TOTAL_CVD_RECVRD: 113, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 130, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 8, TOTAL_CVD_RECVRD: 114, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 131, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 8, TOTAL_CVD_RECVRD: 114, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 132, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 8, TOTAL_CVD_RECVRD: 114, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 133, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 134, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 135, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 136, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 137, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 138, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 139, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 140, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 141, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 142, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 143, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 144, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 145, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 146, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 147, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 148, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 149, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 150, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 151, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 152, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 153, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 154, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 155, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 156, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 157, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 158, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 159, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 160, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 161, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 162, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 163, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 164, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 165, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 166, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 167, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 168, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 169, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 170, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 171, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 172, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 173, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 174, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 175, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 176, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 177, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 178, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 179, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 180, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 181, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 182, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 183, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 184, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 185, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 186, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 187, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 188, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 189, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 190, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 191, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 192, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 193, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 194, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 195, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 196, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 197, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 198, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 199, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 200, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 201, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 202, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 203, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 204, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 205, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 206, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 207, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 208, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 209, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 210, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 211, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 212, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 213, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 214, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 215, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 216, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 217, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 218, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 219, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 220, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 221, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 222, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 223, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 224, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 225, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 226, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 227, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 228, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 229, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 230, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 231, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 232, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
DAY: 233, CUR_POPL: 281, TOTAL_CVD_INF: 159, TOTAL_CVD_ACTIVE: 6, TOTAL_CVD_RECVRD: 116, TOTAL_CVD_DCSD: 37, NEW_BIRTHS: 0, NORML_DEATHS: 0
